Rank,Full Journal Title,Total Cites,Journal Impact Factor,Eigenfactor Score
11155,Review of Development Economics,643,0.296,0.001100
11158,SOCIOLOGICAL SPECTRUM,391,0.295,0.000380
11159,Acta Paulista de Enfermagem,344,0.294,0.000650
11159,Acta Paulista de Enfermagem,344,0.294,0.000650
11159,Asian-Pacific Economic Literature,62,0.294,0.000180
11159,FOLIA LINGUISTICA HISTORICA,54,0.294,0.000070
11159,Historia y Politica,66,0.294,0.000170
11159,International Journal of the History of Sport,439,0.294,0.000770
11159,Journal de Theorie des Nombres de Bordeaux,280,0.294,0.001390
11159,VETERINARIA MEXICO,121,0.294,0.000110
11167,Bangladesh Journal of Plant Taxonomy,58,0.293,0.000160
11167,ISRAEL JOURNAL OF VETERINARY MEDICINE,134,0.293,0.000260
11167,Journal of Contemporary Physics-Armenian Academy of Sciences,113,0.293,0.000110
11167,REVISTA LATINOAMERICANA DE PSICOLOGIA,177,0.293,0.000240
11171,ARCTIC ANTHROPOLOGY,265,0.292,0.000210
11171,ECONOMIC AND SOCIAL REVIEW,192,0.292,0.000390
11171,Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,67,0.292,0.000060
11174,COMPUTER SYSTEMS SCIENCE AND ENGINEERING,120,0.291,0.000210
11174,Continuum-Journal of Media & Cultural Studies,370,0.291,0.000840
11174,ORVOSI HETILAP,799,0.291,0.000850
11174,WESTERN NORTH AMERICAN NATURALIST,503,0.291,0.000700
11178,ADVANCED MATERIALS & PROCESSES,383,0.290,0.000520
11178,Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia,62,0.290,0.000160
11178,Neurochemical Journal,124,0.290,0.000200
11181,Translation Studies,65,0.289,0.000080
11182,Ankara Universitesi Veteriner Fakultesi Dergisi,172,0.288,0.000300
11182,Magallania,275,0.288,0.000580
11182,PROGRESS IN COMPUTATIONAL FLUID DYNAMICS,294,0.288,0.000610
11185,INDIAN JOURNAL OF BIOTECHNOLOGY,600,0.287,0.000630
11185,TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES,155,0.287,0.000410
11185,Tekstil ve Konfeksiyon,147,0.287,0.000290
11188,ALTERNATIVES,283,0.286,0.000350
11188,Cuadernos de Economia y Direccion de la Empresa,85,0.286,0.000150
11188,GAYANA,271,0.286,0.000210
11188,Hague Journal on the Rule of Law,68,0.286,0.000330
11188,Historical Social Research-Historische Sozialforschung,310,0.286,0.001150
11188,Independent Review,134,0.286,0.000210
11188,PROCEEDINGS OF THE JAPAN ACADEMY SERIES A-MATHEMATICAL SCIENCES,510,0.286,0.001420
11188,Periodica Mathematica Hungarica,336,0.286,0.000920
11188,TRAMES-Journal of the Humanities and Social Sciences,69,0.286,0.000220
11188,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,96,0.286,0.000090
11198,NEW SCIENTIST,661,0.285,0.001330
11199,ANNALES DE BIOLOGIE CLINIQUE,425,0.284,0.000420
11199,CZECHOSLOVAK MATHEMATICAL JOURNAL,922,0.284,0.001720
11199,Critical Care Nursing Clinics of North America,290,0.284,0.000360
11199,Critical Care Nursing Clinics of North America,290,0.284,0.000360
11199,IETE JOURNAL OF RESEARCH,131,0.284,0.000340
11204,Bulletin of the Iranian Mathematical Society,175,0.283,0.001100
11204,ENVIRONMENTAL ETHICS,220,0.283,0.000160
11204,International Journal of Acoustics and Vibration,111,0.283,0.000270
11204,JOURNAL OF SEISMIC EXPLORATION,103,0.283,0.000130
11208,INDIAN JOURNAL OF GENETICS AND PLANT BREEDING,421,0.282,0.000280
11208,Journal of Early Modern History,89,0.282,0.000090
11208,NIHON REOROJI GAKKAISHI,118,0.282,0.000200
11211,BIJDRAGEN TOT DE TAAL- LAND- EN VOLKENKUNDE,150,0.281,0.000080
11211,CATHOLIC UNIVERSITY LAW REVIEW,161,0.281,0.000320
11211,CT&F-Ciencia Tecnologia y Futuro,45,0.281,0.000080
11211,Contemporary Southeast Asia,150,0.281,0.000280
11211,Moscow University Physics Bulletin,228,0.281,0.000410
11211,OSIRIS,392,0.281,0.001160
11211,OSIRIS,392,0.281,0.001160
11211,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,96,0.281,0.000180
11211,Psicologica,198,0.281,0.000670
11220,Asian Perspective,141,0.280,0.000250
11220,BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO,333,0.280,0.000250
11220,JOURNAL OF THE CANADIAN DENTAL ASSOCIATION,"1,059",0.280,0.000930
11220,Language Problems & Language Planning,97,0.280,0.000170
11220,Revista Argentina de Clinica Psicologica,71,0.280,0.000090
11220,Revista Argentina de Clinica Psicologica,71,0.280,0.000090
11226,CHEMICKE LISTY,583,0.279,0.000510
11226,COMPUTER MUSIC JOURNAL,287,0.279,0.000100
11226,PROGRESS IN REACTION KINETICS AND MECHANISM,228,0.279,0.000150
11229,Eastern European Countryside,18,0.278,0.000030
11229,Eco mont-Journal on Protected Mountain Areas Research,40,0.278,0.000090
11229,INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,170,0.278,0.000470
11229,Ingenieria e Investigacion,72,0.278,0.000120
11229,RADIOLOGE,487,0.278,0.000550
11234,Hacettepe Journal of Mathematics and Statistics,222,0.277,0.000750
11234,International Journal of Marine and Coastal Law,64,0.277,0.000170
11234,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,"1,014",0.277,0.000440
11234,JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA,139,0.277,0.000160
11234,Mechanika,243,0.277,0.000590
11234,Srpski Arhiv za Celokupno Lekarstvo,335,0.277,0.000690
11240,CONTINUITY AND CHANGE,178,0.276,0.000350
11240,CONTRIBUTIONS TO INDIAN SOCIOLOGY,111,0.276,0.000340
11240,Horticultura Brasileira,873,0.276,0.001040
11240,JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN,670,0.276,0.000970
11240,Journal of Beliefs & Values-Studies in Religion & Education,151,0.276,0.000330
11240,Media International Australia,217,0.276,0.000670
11240,SCOTTISH HISTORICAL REVIEW,92,0.276,0.000100
11247,ARCHIVOS DE MEDICINA VETERINARIA,245,0.275,0.000370
11247,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MUNICIPAL ENGINEER,159,0.275,0.000220
11247,SOCIOLOGIA,66,0.275,0.000110
11247,SPECTROSCOPY AND SPECTRAL ANALYSIS,"1,525",0.275,0.002200
11247,Sante Publique,199,0.275,0.000320
11252,Journal of Applied Mechanics and Technical Physics,929,0.274,0.001150
11253,AFRICAN STUDIES,264,0.273,0.000450
11253,AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,439,0.273,0.000660
11253,CHEMISTRY AND TECHNOLOGY OF FUELS AND OILS,270,0.273,0.000310
11253,FOLIA LINGUISTICA,165,0.273,0.000270
11253,HOUSTON JOURNAL OF MATHEMATICS,661,0.273,0.002160
11253,Historical Records of Australian Science,34,0.273,0.000030
11253,International Insolvency Review,20,0.273,0.000060
11253,Latin American Economic Review,3,0.273,0.000020
11253,Reports on Mathematical Logic,44,0.273,0.000070
11253,Research and Theory for Nursing Practice,257,0.273,0.000270
11253,Research and Theory for Nursing Practice,257,0.273,0.000270
11253,UTILITAS MATHEMATICA,414,0.273,0.001220
11265,Romanian Agricultural Research,87,0.272,0.000160
11266,CENTRAL EUROPEAN HISTORY,131,0.271,0.000620
11266,MECHANICAL ENGINEERING,665,0.271,0.000560
11266,ORNITOLOGIA NEOTROPICAL,357,0.271,0.000400
11266,Periodica Polytechnica-Civil Engineering,71,0.271,0.000250
11266,Transylvanian Review of Administrative Sciences,87,0.271,0.000270
11271,JAPANESE JOURNAL OF VETERINARY RESEARCH,185,0.270,0.000270
11271,Survey Methodology,585,0.270,0.000760
11271,Survey Methodology,585,0.270,0.000760
11274,JOURNAL OF ASIAN AND AFRICAN STUDIES,193,0.269,0.000610
11274,JOURNAL OF MUSCULOSKELETAL PAIN,248,0.269,0.000290
11274,Romanian Journal of Information Science and Technology,109,0.269,0.000240
11274,SALUD MENTAL,324,0.269,0.000270
11278,EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,81,0.268,0.000130
11278,Intersecciones en Antropologia,248,0.268,0.000310
11278,OSTEUROPA,147,0.268,0.000120
11281,Acta Geographica Slovenica-Geografski Zbornik,77,0.267,0.000090
11281,Gender and Language,64,0.267,0.000260
11281,Journal of Exercise Science & Fitness,143,0.267,0.000260
11281,Journal of the Economic and Social History of the Orient,211,0.267,0.000270
11281,Revista Espanola de Investigaciones Sociologicas,212,0.267,0.000210
11286,JOURNAL OF INFRARED AND MILLIMETER WAVES,318,0.266,0.000410
11286,Materials Testing,162,0.266,0.000520
11286,PHILIPPINE AGRICULTURAL SCIENTIST,188,0.266,0.000280
11289,ARS COMBINATORIA,915,0.265,0.002890
11289,AUTOMATION AND REMOTE CONTROL,"1,099",0.265,0.002020
11289,BERICHTE UBER LANDWIRTSCHAFT,70,0.265,0.000240
11292,EDUCATIONAL LEADERSHIP,"1,232",0.264,0.001080
11292,METALLURGIA ITALIANA,134,0.264,0.000240
11292,PSYCHIATRIC ANNALS,674,0.264,0.000470
11295,Gaceta Medica de Mexico,316,0.263,0.000390
11295,History of Geo- and Space Sciences,14,0.263,0.000070
11295,History of Geo- and Space Sciences,14,0.263,0.000070
11295,INTERNATIONAL JOURNAL OF ART & DESIGN EDUCATION,118,0.263,0.000200
11295,Pacific Focus,39,0.263,0.000170
11300,AMERICAN SPEECH,356,0.262,0.000440
11300,SOCIOLOGICKY CASOPIS-CZECH SOCIOLOGICAL REVIEW,205,0.262,0.000290
11300,Urban Design International,148,0.262,0.000270
11303,BULLETIN OF ECONOMIC RESEARCH,226,0.261,0.000630
11303,Chinese Journal of Communication,81,0.261,0.000410
11303,IEEJ Transactions on Electrical and Electronic Engineering,290,0.261,0.000890
11303,JOURNAL OF HISTORICAL SOCIOLOGY,202,0.261,0.000240
11303,Korean Journal of Horticultural Science & Technology,357,0.261,0.000370
11303,MANCHESTER SCHOOL,594,0.261,0.000960
11309,PROCEEDINGS OF THE INDIAN ACADEMY OF SCIENCES-MATHEMATICAL SCIENCES,320,0.260,0.000950
11309,TETSU TO HAGANE-JOURNAL OF THE IRON AND STEEL INSTITUTE OF JAPAN,"1,664",0.260,0.001110
11311,Contemporary Problems of Ecology,238,0.259,0.000570
11312,CHEMIE IN UNSERER ZEIT,229,0.258,0.000190
11312,CONTEMPORARY PSYCHOANALYSIS,316,0.258,0.000470
11312,Economics of Governance,212,0.258,0.000550
11312,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,171,0.258,0.000550
11312,Journal of Credit Risk,104,0.258,0.000390
11312,Journal of Water Chemistry and Technology,144,0.258,0.000190
11312,Revista Internacional de Sociologia,106,0.258,0.000200
11312,Solid Fuel Chemistry,223,0.258,0.000160
11320,International Journal of Web Services Research,93,0.257,0.000240
11320,JOURNAL OF AQUATIC PLANT MANAGEMENT,478,0.257,0.000230
11320,KOBUNSHI RONBUNSHU,268,0.257,0.000260
11320,TIDSSKRIFT FOR SAMFUNNSFORSKNING,54,0.257,0.000120
11320,Thai Journal of Veterinary Medicine,116,0.257,0.000300
11325,ADANSONIA,246,0.256,0.000270
11325,ASTRONOMY & GEOPHYSICS,134,0.256,0.000300
11325,Advances in Computers,244,0.256,0.000450
11325,POLYMERS & POLYMER COMPOSITES,317,0.256,0.000450
11325,Revue de Pneumologie Clinique,184,0.256,0.000230
11325,SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND PRAXIS,146,0.256,0.000210
11331,ANNALES MEDICO-PSYCHOLOGIQUES,568,0.255,0.000530
11331,CASTANEA,360,0.255,0.000280
11331,ENDEAVOUR,389,0.255,0.000400
11331,SOUTHWESTERN NATURALIST,"1,142",0.255,0.000700
11335,Egitim ve Bilim-Education and Science,263,0.254,0.000340
11335,JAAPA-Journal of the American Academy of Physician Assistants,207,0.254,0.000410
11335,JAVNOST-THE PUBLIC,174,0.254,0.000300
11335,METAL SCIENCE AND HEAT TREATMENT,650,0.254,0.000840
11339,Geodetski Vestnik,59,0.253,0.000060
11339,History of Education,220,0.253,0.000720
11341,ALGEBRA COLLOQUIUM,339,0.252,0.001720
11341,Animal Nutrition and Feed Technology,89,0.252,0.000230
11341,ISRAELI JOURNAL OF AQUACULTURE-BAMIDGEH,339,0.252,0.000270
11344,ANTHROPOZOOLOGICA,142,0.250,0.000070
11344,Academia-Revista Latinoamericana de Administracion,53,0.250,0.000080
11344,Acta Mathematicae Applicatae Sinica-English Series,489,0.250,0.001090
11344,Agrekon,143,0.250,0.000190
11344,Anthropological Notebooks,39,0.250,0.000140
11344,Australian Journal of Guidance and Counselling,153,0.250,0.000280
11344,Austrian Journal of Forest Science,53,0.250,0.000130
11344,B E Journal of Economic Analysis & Policy,658,0.250,0.004080
11344,Boletin de Malariologia y Salud Ambiental,84,0.250,0.000160
11344,CALDASIA,261,0.250,0.000360
11344,CANADIAN HISTORICAL REVIEW,139,0.250,0.000160
11344,Ethical Perspectives,86,0.250,0.000240
11344,FORSCHUNG IM INGENIEURWESEN-ENGINEERING RESEARCH,176,0.250,0.000110
11344,Forum-A Journal of Applied Research in Contemporary Politics,133,0.250,0.000770
11344,HISTORY AND PHILOSOPHY OF LOGIC,96,0.250,0.000250
11344,International Journal of Sport Finance,123,0.250,0.000420
11344,International Review of the Red Cross,286,0.250,0.000470
11344,Journal of Risk Model Validation,52,0.250,0.000130
11344,MODELING IDENTIFICATION AND CONTROL,243,0.250,0.000190
11344,REVUE ROUMAINE DE CHIMIE,685,0.250,0.000620
11344,Revista Iberoamericana de Diagnostico y Evaluacion-e Avaliacao Psicologica,77,0.250,0.000060
11344,Sugar Industry-Zuckerindustrie,245,0.250,0.000260
11344,VIAL-Vigo International Journal of Applied Linguistics,21,0.250,0.000080
11367,KERNTECHNIK,151,0.248,0.000430
11367,Revue de Stomatologie de Chirurgie Maxillo-faciale et de Chirurgie Orale,306,0.248,0.000280
11369,HISTORY OF THE HUMAN SCIENCES,333,0.247,0.001050
11369,HISTORY OF THE HUMAN SCIENCES,333,0.247,0.001050
11369,PHYSIKALISCHE MEDIZIN REHABILITATIONSMEDIZIN KURORTMEDIZIN,132,0.247,0.000080
11372,JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS,409,0.246,0.000540
11372,MEASUREMENT TECHNIQUES,565,0.246,0.000540
11372,MINERVA BIOTECNOLOGICA,70,0.246,0.000030
11372,Saude e Sociedade,319,0.246,0.000510
11376,Econ Journal Watch,111,0.245,0.000210
11376,PEDIATRIC NEUROSURGERY,"1,737",0.245,0.000940
11376,PRAKTISCHE METALLOGRAPHIE-PRACTICAL METALLOGRAPHY,162,0.245,0.000300
11379,Applied Mathematics-A Journal of Chinese Universities Series B,159,0.244,0.000510
11379,ECONOMIST-NETHERLANDS,232,0.244,0.000330
11379,JOURNAL OF PALESTINE STUDIES,217,0.244,0.000410
11379,SOUTH AFRICAN JOURNAL FOR RESEARCH IN SPORT PHYSICAL EDUCATION AND RECREATION,87,0.244,0.000250
11379,Zeitschrift fur Soziologie der Erziehung und Sozialisation,52,0.244,0.000080
11384,Revista Chapingo Serie Ciencias Forestales y del Ambiente,92,0.243,0.000140
11385,CRITICAL STUDIES IN MEDIA COMMUNICATION,304,0.242,0.000570
11385,Research Journal of Biotechnology,210,0.242,0.000500
11385,Russian Meteorology and Hydrology,345,0.242,0.000450
11388,CIENCIA FLORESTAL,523,0.240,0.001150
11388,FORUM DER PSYCHOANALYSE,75,0.240,0.000220
11388,HISTORIOGRAPHIA LINGUISTICA,42,0.240,0.000120
11388,INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING,216,0.240,0.000470
11388,Propagation of Ornamental Plants,111,0.240,0.000160
11393,AATCC REVIEW,176,0.239,0.000160
11393,FOOD TECHNOLOGY,"1,928",0.239,0.000260
11395,Cerne,424,0.238,0.000840
11395,JOURNAL OF FAMILY HISTORY,206,0.238,0.000490
11395,Parallax,126,0.238,0.000430
11395,Revista Internacional de Andrologia,32,0.238,0.000040
11395,UNIVERSITY OF PITTSBURGH LAW REVIEW,225,0.238,0.000240
11400,Journal of Energy in Southern Africa,97,0.237,0.000190
11400,Journal of the Southern African Institute of Mining and Metallurgy,837,0.237,0.000830
11402,CESKOSLOVENSKA PSYCHOLOGIE,135,0.236,0.000060
11402,IEICE TRANSACTIONS ON FUNDAMENTALS OF ELECTRONICS COMMUNICATIONS AND COMPUTER SCIENCES,"1,213",0.236,0.002520
11402,Postepy Mikrobiologii,93,0.236,0.000100
11402,RARE METAL MATERIALS AND ENGINEERING,"2,257",0.236,0.002050
11402,SILVAE GENETICA,899,0.236,0.000340
11407,Acta Endocrinologica-Bucharest,81,0.235,0.000080
11407,HUMAN STUDIES,365,0.235,0.000350
11407,POLITICA Y GOBIERNO,84,0.235,0.000120
11407,POWDER METALLURGY AND METAL CERAMICS,524,0.235,0.000430
11407,Sumarski List,100,0.235,0.000170
11412,Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry,204,0.234,0.000200
11412,JNP-Journal for Nurse Practitioners,161,0.234,0.000440
11412,JNP-Journal for Nurse Practitioners,161,0.234,0.000440
11412,JOURNAL OF THE JAPAN INSTITUTE OF METALS,856,0.234,0.000590
11412,MATHEMATICAL INTELLIGENCER,402,0.234,0.000520
11417,COMPTES RENDUS DE L ACADEMIE BULGARE DES SCIENCES,382,0.233,0.000450
11417,HISPANIA-A JOURNAL DEVOTED TO THE TEACHING OF SPANISH AND PORTUGUESE,220,0.233,0.000270
11417,INDIAN JOURNAL OF PURE & APPLIED MATHEMATICS,599,0.233,0.000680
11417,LIBRARY RESOURCES & TECHNICAL SERVICES,127,0.233,0.000190
11417,Mechanics of Solids,373,0.233,0.000860
11422,Boletin de la Sociedad Argentina de Botanica,295,0.232,0.000230
11422,GAYANA BOTANICA,209,0.232,0.000220
11422,Hidrobiologica,170,0.232,0.000320
11422,Indian Journal of Hematology and Blood Transfusion,144,0.232,0.000500
11422,Journal of Contemporary Mathematical Analysis-Armenian Academy of Sciences,62,0.232,0.000290
11427,Entomologica Americana,28,0.231,0.000150
11427,Indian Journal of Gender Studies,88,0.231,0.000200
11427,Journal of Ship Production and Design,23,0.231,0.000090
11427,LUTS-Lower Urinary Tract Symptoms,59,0.231,0.000230
11431,DISSENT,164,0.230,0.000460
11431,Emerging Materials Research,72,0.230,0.000170
11431,Engenharia Agricola,563,0.230,0.000930
11434,AMERICAN BIOLOGY TEACHER,532,0.229,0.000260
11434,BUNSEKI KAGAKU,448,0.229,0.000580
11434,Bulgarian Chemical Communications,212,0.229,0.000530
11434,International Journal of Economic Theory,65,0.229,0.000460
11434,JOURNAL OF SOUTHEAST ASIAN STUDIES,225,0.229,0.000350
11434,Revista de Geografia Norte Grande,125,0.229,0.000200
11434,Revista de Geografia Norte Grande,125,0.229,0.000200
11434,Semina-Ciencias Agrarias,600,0.229,0.001730
11434,WOMEN & THERAPY,207,0.229,0.000100
11443,MILITARY LAW REVIEW,82,0.228,0.000130
11443,PHYSICS WORLD,317,0.228,0.000570
11445,CYTOLOGIA,795,0.227,0.000320
11445,Informes de la Construccion,223,0.227,0.000300
11445,OCEANIA,331,0.227,0.000210
11448,Asia Pacific Journal of Anthropology,136,0.226,0.000400
11448,BIOMEDICAL RESEARCH-INDIA,158,0.226,0.000370
11448,Berichte zur Wissenschaftsgeschichte,47,0.226,0.000210
11448,Berichte zur Wissenschaftsgeschichte,47,0.226,0.000210
11448,IEICE TRANSACTIONS ON INFORMATION AND SYSTEMS,952,0.226,0.002260
11448,JAPANESE ECONOMIC REVIEW,181,0.226,0.000440
11448,Universitas Psychologica,271,0.226,0.000500
11455,Analysis Mathematica,144,0.225,0.000360
11455,Bradleya,72,0.225,0.000070
11455,Early Science and Medicine,88,0.225,0.000170
11455,JUSTICE SYSTEM JOURNAL,137,0.225,0.000210
11455,Stahlbau,321,0.225,0.000870
11455,WAR IN HISTORY,83,0.225,0.000290
11461,Bariatric Surgical Practice and Patient Care,19,0.224,0.000030
11461,Bariatric Surgical Practice and Patient Care,19,0.224,0.000030
11461,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,371,0.224,0.000370
11461,RELATIONS INDUSTRIELLES-INDUSTRIAL RELATIONS,241,0.224,0.000550
11461,SCOTTISH JOURNAL OF POLITICAL ECONOMY,548,0.224,0.000530
11466,ASHRAE JOURNAL,593,0.223,0.000410
11467,European Business Organization Law Review,61,0.222,0.000200
11467,Functions of Language,109,0.222,0.000110
11467,Geneva Risk and Insurance Review,46,0.222,0.000150
11467,JOURNAL OF THE PROFESSIONAL ASSOCIATION FOR CACTUS DEVELOPMENT,152,0.222,0.000070
11467,LABOR HISTORY,145,0.222,0.000460
11467,NATURAL RESOURCES JOURNAL,300,0.222,0.000210
11467,Netherlands Quarterly of Human Rights,45,0.222,0.000270
11467,PSYCHOANALYTIC INQUIRY,349,0.222,0.000580
11467,Revija za Kriminalistiko in Kriminologijo,74,0.222,0.000010
11467,VIE ET MILIEU-LIFE AND ENVIRONMENT,550,0.222,0.000290
11477,ARCHIVOS LATINOAMERICANOS DE NUTRICION,613,0.221,0.000380
11477,Estudios de Psicologia,79,0.221,0.000230
11477,European Law Review,99,0.221,0.000390
11477,SINGAPORE ECONOMIC REVIEW,97,0.221,0.000220
11477,Soil Mechanics and Foundation Engineering,130,0.221,0.000110
11482,Archives of Rheumatology,12,0.220,0.000030
11483,INTERCIENCIA,789,0.219,0.000860
11483,Journal of Middle East Womens Studies,80,0.219,0.000390
11483,Journal of Women Politics & Policy,80,0.219,0.000430
11483,REVISTA COLOMBIANA DE ENTOMOLOGIA,280,0.219,0.000510
11483,Spanish in Context,64,0.219,0.000170
11488,Bioscience Journal,410,0.218,0.001270
11489,Advances in Strategic Management-A Research Annual,275,0.217,0.000270
11489,CARIBBEAN JOURNAL OF SCIENCE,552,0.217,0.000130
11489,International Journal of Speech Language and the Law,119,0.217,0.000180
11489,Revue Francaise d Allergologie,224,0.217,0.000140
11493,IHERINGIA SERIE ZOOLOGIA,568,0.216,0.000710
11493,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,234,0.216,0.000200
11493,Japanese Journal of Political Science,73,0.216,0.000180
11493,Journal of Policy History,88,0.216,0.000320
11493,PSYCHOLOGIA,198,0.216,0.000190
11493,Psicologia-Reflexao e Critica,284,0.216,0.000340
11499,AFINIDAD,135,0.215,0.000140
11499,AKTUELLE UROLOGIE,102,0.215,0.000150
11499,GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING,376,0.215,0.000460
11499,Hong Kong Law Journal,80,0.215,0.000120
11499,NEMATROPICA,261,0.215,0.000250
11504,ASIAN JOURNAL OF WOMENS STUDIES,41,0.214,0.000040
11504,Australian Library Journal,60,0.214,0.000110
11504,FIBRE CHEMISTRY,296,0.214,0.000140
11504,FRONTIERS-A JOURNAL OF WOMEN STUDIES,147,0.214,0.000320
11504,PROCEEDINGS OF THE LINNEAN SOCIETY OF NEW SOUTH WALES,571,0.214,0.000130
11504,Translation and Interpreting Studies,40,0.214,0.000230
11510,CRYPTOLOGIA,174,0.213,0.000080
11510,DYNAMIC SYSTEMS AND APPLICATIONS,273,0.213,0.000570
11512,AT-Automatisierungstechnik,175,0.212,0.000460
11512,HOUILLE BLANCHE-REVUE INTERNATIONALE DE L EAU,269,0.212,0.000230
