Journal title,NLM TA,pISSN,eISSN,Publisher,LOCATORplus ID,Latest issue,Earliest volume,Free access,Open access,Participation level, Deposit status, Journal URL
"Environmental Engineering Science","Environ Eng Sci","1092-8758","1557-9018","Mary Ann Liebert, Inc.","9891639","v.34(1);Jan 1, 2017","v.25;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Environ+Eng+Sci%22%5Bjournal%5D
"Environmental Entomology","Environ Entomol","0046-225X","1938-2936","Oxford University Press","7502320","v.45(6);Dec 2016","v.44;2015","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Environ+Entomol%22%5Bjournal%5D
"Environmental Health","Environ Health","","1476-069X","BioMed Central","101147645","v.16;2017","v.1;2002","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/111/
"Environmental Health Insights","Environ Health Insights","","1178-6302","SAGE Publications","101488505","v.11;2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1224/
"Environmental Health Perspectives","Environ Health Perspect","0091-6765","1552-9924","National Institute of Environmental Health Science","0330411","v.125(4);Apr 2017","v.1;1972","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/253/
"Environmental Health and Preventive Medicine","Environ Health Prev Med","1342-078X","1347-4715","The Japanese Society for Hygiene","9609642","v.21(6);Nov 2016","v.1;1997","12 months or less","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/839/
"Environmental Health and Toxicology","Environ Health Toxicol","","2233-6567","The Korean Society of Environmental Health and Toxicology","101570455","v.32;2017","v.26;2011","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1662/
"Enzyme Research","Enzyme Res","2090-0406","2090-0414","Hindawi Publishing Corporation","101536666","v.2017;2017","v.2010;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1338/
"Epidemiology and Community Health","Epidemiol Community Health","0142-467X","","BMJ Publishing Group","7907645","v.33(1);Mar 1979","v.33;1979","Immediate","No"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/166/
"Epidemiology and Health","Epidemiol Health","","2092-7193","Korean Society of Epidemiology","101519472","v.39;2017","v.31;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1392/
"Epidemiology and Infection","Epidemiol Infect","0950-2688","1469-4409","Cambridge University Press","8703737","v.136(12);Dec 2008","v.98;1987","","No"," Full "," Now Select ",http://www.ncbi.nlm.nih.gov/pmc/journals/326/
"Epidemiologic Perspectives &#x0026; Innovations : EP+I","Epidemiol Perspect Innov","","1742-5573","BioMed Central","101231646","v.9;2012","v.1;2004","","All"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/275/
"Epidemiologic Reviews","Epidemiol Rev","0193-936X","1478-6729","Oxford University Press","7910703","v.38(1);2016","v.32;2010","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Epidemiol+Rev%22%5Bjournal%5D
"Epigenetics","Epigenetics","1559-2294","1559-2308","Taylor &#x0026; Francis","101265293","v.12(4);2017","v.5;2010","12 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1363/
"Epigenetics &#x0026; Chromatin","Epigenetics Chromatin","","1756-8935","BioMed Central","101471619","v.10;2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/784/
"Epigenomics","Epigenomics","1750-1911","1750-192X","Future Science Group","101519720","v.9(3);Mar 2017","v.7;2015","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Epigenomics%22%5Bjournal%5D
"Epilepsy &#x0026; Behavior Case Reports","Epilepsy Behav Case Rep","","2213-3232","Elsevier","101614202","v.7;2017","v.1;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2453/
"Epilepsy Currents","Epilepsy Curr","1535-7597","1535-7511","American Epilepsy Society","101135954","v.17(2);Mar-Apr 2017","v.1;2001","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/201/
"Epilepsy Research and Treatment","Epilepsy Res Treat","2090-1348","2090-1356","Hindawi Publishing Corporation","101576602","v.2017;2017","v.2010;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1884/
"Eplasty","Eplasty","","1937-5719","Open Science Co.","101316107","v.17;2017","v.8;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/527/
"The EPMA Journal","EPMA J","1878-5077","1878-5085","Springer","101517307","v.8(1);Dec 2017","v.1;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1817/
"ERJ Open Research","ERJ Open Res","","2312-0541","European Respiratory Society","101671641","v.3(2);Apr 2017","v.1;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3083/
"ESMO Open","ESMO Open","","2059-7029","ESMO and BMJ","101690685","v.1(6);2016","v.1;2016","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3084/
"Ethiopian Journal of Health Sciences","Ethiop J Health Sci","1029-1857","2413-7170","College of Public Health and Medical Sciences of Jimma University","101224773","v.27(1);Jan 2017","v.20;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1611/
"Ethnicity &#x0026; Disease","Ethn Dis","1049-510X","1945-0826","International Society on Hypertension in Blacks","9109034","v.27(1);Winter 2017","v.25;2015","6 months","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2865/
"The Eugenics Review","Eugen Rev","","","The Galton Institute","0215413","v.60(4);Dec 1968","v.1;1909","","No"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/1186/
"Eukaryotic Cell","Eukaryot Cell","1535-9778","1535-9786","American Society for Microbiology (ASM)","101130731","v.14(12);Dec 2015","v.1;2002","","Some"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/86/
"European Addiction Research","Eur Addict Res","1022-6877","1421-9891","Karger Publishers","9502920","v.18(3);Apr 2012","v.15;2009","","Some"," NIH Portfolio "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+Addict+Res%22%5Bjournal%5D
"European Clinical Respiratory Journal","Eur Clin Respir J","","2001-8525","Taylor &#x0026; Francis","101662134","v.4(1);2017","v.2;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2829/
"European Heart Journal","Eur Heart J","0195-668X","1522-9645","Oxford University Press","8006263","v.38(19);May 14, 2017","v.29;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+Heart+J%22%5Bjournal%5D
"European Heart Journal. Acute Cardiovascular Care","Eur Heart J Acute Cardiovasc Care","2048-8726","2048-8734","SAGE Publications","101591369","v.3(1);Mar 2014","v.1;2012","","Some"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/2087/
"European Heart Journal Cardiovascular Imaging","Eur Heart J Cardiovasc Imaging","2047-2404","2047-2412","Oxford University Press","101573788","v.18(6);Jun 2017","v.13;2012","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+Heart+J+Cardiovasc+Imaging%22%5Bjournal%5D
"European Heart Journal &#x2014; Cardiovascular Pharmacotherapy","Eur Heart J Cardiovasc Pharmacother","2055-6837","2055-6845","Oxford University Press","101669491","v.3(1);Jan 2017","v.1;2015","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+Heart+J+Cardiovasc+Pharmacother%22%5Bjournal%5D
"European Heart Journal Supplements : Journal of the European Society of Cardiology","Eur Heart J Suppl","1520-765X","1554-2815","Oxford University Press","100886647","v.19(Suppl D);May 2017","v.16;2014","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+Heart+J+Suppl%22%5Bjournal%5D
"European Journal of Cardio-Thoracic Surgery : Official Journal of the European Association for Cardio-thoracic Surgery","Eur J Cardiothorac Surg","1010-7940","1873-734X","Oxford University Press","8804069","v.51(5);May 2017","v.40;2011","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+J+Cardiothorac+Surg%22%5Bjournal%5D
"European Journal of Dentistry","Eur J Dent","1305-7456","1305-7464","Dental Investigations Society","101303672","v.11(1);Jan-Mar 2017","v.1;2007","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/801/
"European Journal of Echocardiography","Eur J Echocardiogr","1525-2167","1532-2114","Oxford University Press","100890618","v.12(11);Nov 2011","v.9;2008","12 months","Some"," NIH Portfolio "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+J+Echocardiogr%22%5Bjournal%5D
"European Journal of Heart Failure","Eur J Heart Fail","1388-9842","1879-0844","Oxford University Press","100887595","v.15(12);Dec 2013","v.11;2009","","Some"," NIH Portfolio "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+J+Heart+Fail%22%5Bjournal%5D
"European Journal of Histochemistry : EJH","Eur J Histochem","1121-760X","2038-8306","PAGEPress","9207930","v.61(2);May 3, 2017","v.53;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1554/
"European Journal of Human Genetics","Eur J Hum Genet","1018-4813","1476-5438","Nature Publishing Group","9302235","v.25(5);May 2017","v.17;2009","12 months or less","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1300/
"European Journal of Medical Research","Eur J Med Res","0949-2321","2047-783X","BioMed Central","9517857","v.22;2017","v.14;2009","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1786/
"European Journal of Microbiology &#x0026; Immunology","Eur J Microbiol Immunol (Bp)","2062-509X","2062-8633","Akad&#x00e9;miai Kiad&#x00f3;","101569896","v.7(1);Mar 2017","v.1;2011","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2183/
"The European Journal of Orthodontics","Eur J Orthod","0141-5387","1460-2210","Oxford University Press","7909010","v.38(5);Oct 2016","v.30;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+J+Orthod%22%5Bjournal%5D
"Europe's Journal of Psychology","Eur J Psychol","","1841-0413","PsychOpen® Leibniz Institute for Psychology Information","101638700","v.13(1);Mar 2017","v.11;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2875/
"European Journal of Psychotraumatology","Eur J Psychotraumatol","","2000-8066","Taylor &#x0026; Francis","101559025","v.8(1);2017","v.1;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1804/
"The European Journal of Public Health","Eur J Public Health","1101-1262","1464-360X","Oxford University Press","9204966","v.27(3);Jun 2017","v.18;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+J+Public+Health%22%5Bjournal%5D
"European Journal of Radiology Open","Eur J Radiol Open","","2352-0477","Elsevier","101650225","v.4;2017","v.1;2014","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2929/
"European Journal of Rheumatology","Eur J Rheumatol","2147-9720","2148-4279","AVES","101656068","v.4(1);Mar 2017","v.1;2014","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3104/
"European Journal of Translational Myology","Eur J Transl Myol","2037-7452","2037-7460","PAGEPress","101576208","v.27(1);Feb 24, 2017","v.24;2014","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2911/
"European Neurology","Eur Neurol","0014-3022","1421-9913","Karger Publishers","0150760","v.67(3);Mar 2012","v.62;2009","","No"," NIH Portfolio "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+Neurol%22%5Bjournal%5D
"European Review of Aging and Physical Activity","Eur Rev Aging Phys Act","1813-7253","1861-6909","BioMed Central","101284836","v.14;2017","v.12;2015","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2917/
"European Spine Journal","Eur Spine J","0940-6719","1432-0932","Springer-Verlag","9301980","v.23(4);Apr 2014","v.6;1997","","Some"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/515/
"European Surgical Research","Eur Surg Res","0014-312X","1421-9921","Karger Publishers","0174752","v.47(2);Aug 2011","v.42;2009","","No"," NIH Portfolio "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Eur+Surg+Res%22%5Bjournal%5D
"European Thyroid Journal","Eur Thyroid J","2235-0640","2235-0802","Karger Publishers","101604579","v.5(4);Dec 2016","v.1;2012","6 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2230/
"The Eurasian Journal of Medicine","Eurasian J Med","1308-8734","1308-8742","Ataturk University School of Medicine","101557701","v.49(1);Feb 2017","v.40;2008","Immediate","No"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2633/
"EURASIP Journal on Bioinformatics and Systems Biology","EURASIP J Bioinform Syst Biol","1687-4145","1687-4153","Springer","101263720","v.2017;Dec 2017","v.2006;2006","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/495/
"Eurosurveillance","Euro Surveill","1025-496X","1560-7917","European Centre for Disease Prevention and Control","100887452","v.22(18);May 4, 2017","v.21;2016","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3033/
"Europace","Europace","1099-5129","1532-2092","Oxford University Press","100883649","v.19(5);May 2017","v.10;2008","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Europace%22%5Bjournal%5D
"European Journal of Pediatric Surgery Reports","European J Pediatr Surg Rep","2194-7619","2194-7627","Thieme Medical Publishers","101620104","v.5(1);Jan 2017","v.1;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2652/
"Evidence-based Complementary and Alternative Medicine : eCAM","Evid Based Complement Alternat Med","1741-427X","1741-4288","Hindawi Publishing Corporation","101215021","v.2017;2017","v.1;2004","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/241/
"Evidence-Based Spine-Care Journal","Evid Based Spine Care J","1663-7976","1869-4136","Thieme Medical Publishers","101546672","v.5(2);Oct 2014","v.1;2010","","All"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/1890/
"EvoDevo","EvoDevo","","2041-9139","BioMed Central","101525836","v.8;2017","v.1;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1309/
"Evolutionary Applications","Evol Appl","","1752-4571","Wiley-Blackwell","101461828","v.10(5);Jun 2017","v.1;2008","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1749/
"Evolutionary Bioinformatics Online","Evol Bioinform Online","","1176-9343","SAGE Publications","101256319","v.13;2017","v.1;2005","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/397/
"Evolution, Medicine, and Public Health","Evol Med Public Health","","2050-6201","Oxford University Press","101616698","v.2017(1);2017","v.2013;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2262/
"EXCLI Journal","EXCLI J","","1611-2156","Leibniz Research Centre for Working Environment and Human Factors","101299402","v.16;2017","v.10;2011","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2730/
"Experimental Animals","Exp Anim","1341-1357","1881-7122","Japanese Association for Laboratory Animal Science","9604830","v.66(2);2017","v.62;2013","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2568/
"Experimental Biology and Medicine","Exp Biol Med (Maywood)","1535-3702","1535-3699","SAGE Publications","100973463","v.242(9);May 2017","v.240;2015","6 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2891/
"Experimental &#x0026; Clinical Cardiology","Exp Clin Cardiol","1205-6626","1918-1515","Pulsus Group","9715903","v.18(1);Winter 2013","v.6;2001","","No"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/529/
"Experimental Diabesity Research","Exp Diabesity Res","1543-8600","1543-8619","Hindawi Publishing Corporation","101183590","v.5(4);2004","v.4;2003","Immediate","All"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/653/
"Experimental Diabetes Research","Exp Diabetes Res","1687-5214","1687-5303","Hindawi Publishing Corporation","101274844","v.2012;2012","v.2007;2007","Immediate","All"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/416/
"Experimental Hematology &#x0026; Oncology","Exp Hematol Oncol","","2162-3619","BioMed Central","101590676","v.6;2017","v.1;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1955/
"Experimental &#x0026; Molecular Medicine","Exp Mol Med","1226-3613","2092-6413","Korean Society for Biochemistry and Molecular Biology","9607880","v.49(4);Apr 2017","v.40;2008","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/872/
"Experimental Neurobiology","Exp Neurobiol","1226-2560","2093-8144","Korean Society for Brain and Neural Science","101278187","v.26(2);Apr 2017","v.19;2010","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1666/
"Experimental and Therapeutic Medicine","Exp Ther Med","1792-0981","1792-1015","Spandidos Publications","101531947","v.13(5);May 2017","v.1;2010","12 months","Some"," NIH Portfolio "," ",http://www.ncbi.nlm.nih.gov/pmc/?term=%22Exp+Ther+Med%22%5Bjournal%5D
"Experimental &#x0026; Translational Stroke Medicine","Exp Transl Stroke Med","","2040-7378","BioMed Central","101519930","v.8;2016","v.1;2009","","All"," Full "," No New Content ",http://www.ncbi.nlm.nih.gov/pmc/journals/1181/
"Extreme Physiology &#x0026; Medicine","Extrem Physiol Med","","2046-7648","BioMed Central","101606641","v.6;2017","v.1;2012","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2144/
"Eye","Eye (Lond)","0950-222X","1476-5454","Nature Publishing Group","8703986","v.31(5);May 2017","v.25;2011","12 months","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/1476/
"Eye and Brain","Eye Brain","","1179-2744","Dove Press","101587774","v.8;2016","v.1;2009","Immediate","Some"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/3190/
"Eye and Vision","Eye Vis (Lond)","","2326-0254","BioMed Central","101664982","v.4;2017","v.1;2014","Immediate","All"," Full "," ",http://www.ncbi.nlm.nih.gov/pmc/journals/2830/
"F1000 Biology Reports","F1000 Biol Rep","","1757-594X","Faculty of 1000 Ltd","101506835","v.5;2013","v.1;2009","Immediate","All"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/1242/
"F1000 Medicine Reports","F1000 Med Rep","","1757-5931","Faculty of 1000 Ltd","101506841","v.5;2013","v.1;2009","Immediate","All"," Full "," Predecessor ",http://www.ncbi.nlm.nih.gov/pmc/journals/1241/
