JournalTitle,MedAbbr,NlmId,ImpactFactor
Seminars in fetal & neonatal medicine,Semin Fetal Neonatal Med,101240003,2.8
Cancer genomics & proteomics,Cancer Genomics Proteomics,101188791,2.8
Physical therapy,Phys Ther,0022623,2.799
Exceptional children,Except Child,0375042,2.796
Reproductive biomedicine online,Reprod Biomed Online,101122473,2.796
Expert review of gastroenterology & hepatology,Expert Rev Gastroenterol Hepatol,101278199,2.796
Addictive behaviors,Addict Behav,7603486,2.795
Endoscopic ultrasound,Endosc Ultrasound,101622292,2.794
Human pathology,Hum Pathol,9421547,2.791
Psychology of violence,Psychol Violence,101550224,2.79
Contraception,Contraception,0234361,2.788
Marine and petroleum geology,Mar Pet Geol,9881605,2.788
World journal of gastroenterology,World J Gastroenterol,100883448,2.787
Journal of neurodevelopmental disorders,J Neurodev Disord,101483832,2.787
Neuroepidemiology,Neuroepidemiology,8218700,2.784
Social networks,Soc Networks,7909453,2.784
BMB reports,BMB Rep,101465334,2.782
International journal of production economics,Int J Prod Econ,101701805,2.782
Immunobiology,Immunobiology,8002742,2.781
Histochemistry and cell biology,Histochem Cell Biol,9506663,2.78
Annals of statistics,Ann Stat,0365252,2.78
Phytochemistry,Phytochemistry,0151434,2.779
Social neuroscience,Soc Neurosci,101279009,2.778
Beilstein journal of nanotechnology,Beilstein J Nanotechnol,101551563,2.778
IEEE transactions on automatic control,IEEE Trans Automat Contr,101210419,2.777
Infectious disease clinics of North America,Infect Dis Clin North Am,8804508,2.776
Nutrition & diabetes,Nutr Diabetes,101566341,2.773
Current opinion in allergy and clinical immunology,Curr Opin Allergy Clin Immunol,100936359,2.771
Mechanical systems and signal processing,Mech Syst Signal Process,101518029,2.771
Marine environmental research,Mar Environ Res,9882895,2.769
Land use policy,Land use policy,101085960,2.768
Population health metrics,Popul Health Metr,101178411,2.768
Journal of behavioral decision making,J Behav Decis Mak,8809952,2.768
Hydrological processes,Hydrol Process,101534565,2.768
Journal of criminal justice,J Crim Justice,9876192,2.766
Journal of vocational behavior,J Vocat Behav,0330465,2.764
Environmental toxicology and chemistry,Environ Toxicol Chem,8308958,2.763
Pediatric research,Pediatr Res,0100714,2.761
Powder technology,Powder Technol,9887892,2.759
Ceramics international,Ceram Int,101653487,2.758
Journal of neuro-oncology,J Neurooncol,8309335,2.754
Neonatology,Neonatology,101286577,2.754
International journal of public health,Int J Public Health,101304551,2.754
Journal of teacher education,J Teach Educ,101538627,2.754
European journal of public health,Eur J Public Health,9204966,2.751
Journal of gambling studies,J Gambl Stud,9425991,2.75
Chemical engineering science,Chem Eng Sci,9883937,2.75
Journal of evolutionary biology,J Evol Biol,8809954,2.747
Journal of industrial microbiology & biotechnology,J Ind Microbiol Biotechnol,9705544,2.745
Management science,Manage Sci,9879580,2.741
Journal of separation science,J Sep Sci,101088554,2.741
Ecological engineering,Ecol Eng,9886382,2.74
"Breast (Edinburgh, Scotland)",Breast,9213011,2.74
Journal of molecular liquids,J Mol Liq,9882716,2.74
Neurotoxicology,Neurotoxicology,7905589,2.738
Pancreas,Pancreas,8608542,2.738
Current gene therapy,Curr Gene Ther,101125446,2.738
Zoologica scripta,Zool Scr,0316266,2.733
Political geography,Polit Geogr,101086192,2.733
European journal of pharmacology,Eur J Pharmacol,1254354,2.73
Fisheries oceanography,Fish Oceanogr,9886080,2.73
Clinical & experimental metastasis,Clin Exp Metastasis,8409970,2.728
Progress in physical geography,Prog Phys Geogr,101620785,2.728
Advances in microbial physiology,Adv Microb Physiol,0117147,2.727
Neuropeptides,Neuropeptides,8103156,2.726
BMC medical genomics,BMC Med Genomics,101319628,2.726
Psychology and aging,Psychol Aging,8904079,2.725
Reactive & functional polymers,React Funct Polym,101512453,2.725
BMC ecology,BMC Ecol,101088674,2.724
Microbiological research,Microbiol Res,9437794,2.723
Anti-cancer agents in medicinal chemistry,Anticancer Agents Med Chem,101265649,2.722
Current opinion in insect science,Curr Opin Insect Sci,101635599,2.719
Superconductor science & technology,Supercond Sci Technol,9883624,2.717
Antimicrobial resistance and infection control,Antimicrob Resist Infect Control,101585411,2.716
Transboundary and emerging diseases,Transbound Emerg Dis,101319538,2.714
Data mining and knowledge discovery,Data Min Knowl Discov,101512456,2.714
Muscle & nerve,Muscle Nerve,7803146,2.713
Preslia,Preslia,101290126,2.711
European journal of clinical pharmacology,Eur J Clin Pharmacol,1256165,2.71
Biological chemistry,Biol Chem,9700112,2.71
Pharmacogenomics,Pharmacogenomics,100897350,2.71
Allergy and asthma proceedings,Allergy Asthma Proc,9603640,2.709
Soil & tillage research,Soil Tillage Res,101668842,2.709
Oncology nursing forum,Oncol Nurs Forum,7809033,2.708
Biomicrofluidics,Biomicrofluidics,101293825,2.708
Current opinion in critical care,Curr Opin Crit Care,9504454,2.706
Cognitive science,Cogn Sci,7708195,2.706
Archives of sexual behavior,Arch Sex Behav,1273516,2.704
Platinum metals review,Platin Met Rev,101585623,2.704
Advances in chronic kidney disease,Adv Chronic Kidney Dis,101209214,2.703
Fetal diagnosis and therapy,Fetal Diagn Ther,9107463,2.7
International review of neurobiology,Int Rev Neurobiol,0374740,2.699
International journal of geriatric psychiatry,Int J Geriatr Psychiatry,8710629,2.699
Beilstein journal of organic chemistry,Beilstein J Org Chem,101250746,2.697
Journal of luminescence,J Lumin,101492426,2.693
International journal of information management,Int J Inf Manage,101520272,2.692
Behavioral neuroscience,Behav Neurosci,8302411,2.69
BMC infectious diseases,BMC Infect Dis,100968551,2.69
Ticks and tick-borne diseases,Ticks Tick Borne Dis,101522599,2.69
Journal of neuroscience research,J Neurosci Res,7600111,2.689
European journal of clinical investigation,Eur J Clin Invest,0245331,2.687
SIAM journal on imaging sciences,SIAM J Imaging Sci,101530763,2.687
Cancer control : journal of the Moffitt Cancer Center,Cancer Control,9438457,2.686
European journal of inorganic chemistry,Eur J Inorg Chem,9892036,2.686
Food & function,Food Funct,101549033,2.686
Life sciences,Life Sci,0375521,2.685
World neurosurgery,World Neurosurg,101528275,2.685
Current opinion in organ transplantation,Curr Opin Organ Transplant,9717388,2.68
Biochemical Society transactions,Biochem Soc Trans,7506897,2.679
Social studies of science,Soc Stud Sci,7506743,2.679
European journal of operational research,Eur J Oper Res,100973201,2.679
Technological forecasting and social change,Technol Forecast Soc Change,101085131,2.678
International archives of allergy and immunology,Int Arch Allergy Immunol,9211652,2.677
Experimental dermatology,Exp Dermatol,9301549,2.675
Haemophilia : the official journal of the World Federation of Hemophilia,Haemophilia,9442916,2.673
Molecules and cells,Mol Cells,9610936,2.67
Journal of biotechnology,J Biotechnol,8411927,2.667
General and comparative endocrinology,Gen Comp Endocrinol,0370735,2.667
Work and occupations,Work Occup,9879749,2.667
Critical reviews in analytical chemistry,Crit Rev Anal Chem,9004784,2.667
Harmful algae,Harmful Algae,101128968,2.664
Regional environmental change,Reg Environ Change,101651084,2.664
Restorative neurology and neuroscience,Restor Neurol Neurosci,9005499,2.661
Optical materials express,Opt Mater Express,101588923,2.657
Vox sanguinis,Vox Sang,0413606,2.656
Journal of neurophysiology,J Neurophysiol,0375404,2.653
IUBMB life,IUBMB Life,100888706,2.653
Current oncology reports,Curr Oncol Rep,100888967,2.653
Frontiers in computational neuroscience,Front Comput Neurosci,101477956,2.653
Respiration; international review of thoracic diseases,Respiration,0137356,2.651
Organization & environment,Organ Environ,101514032,2.65
Tectonophysics,Tectonophysics,101670510,2.65
Journal of pain and symptom management,J Pain Symptom Manage,8605836,2.649
Journal of environmental psychology,J Environ Psychol,8109052,2.647
Journal of Asian earth sciences,J Asian Earth Sci,101690532,2.647
International journal of impact engineering,Int J Impact Eng,100971379,2.646
Tetrahedron,Tetrahedron,2984170R,2.645
Current stem cell research & therapy,Curr Stem Cell Res Ther,101272517,2.645
Medical mycology,Med Mycol,9815835,2.644
Asian journal of andrology,Asian J Androl,100942132,2.644
Cancer epidemiology,Cancer Epidemiol,101508793,2.644
Current medical research and opinion,Curr Med Res Opin,0351014,2.643
Therapeutic advances in neurological disorders,Ther Adv Neurol Disord,101480242,2.642
Journal of pharmaceutical sciences,J Pharm Sci,2985195R,2.641
Computational mechanics,Comput Mech,9883520,2.639
Experimental and molecular pathology,Exp Mol Pathol,0370711,2.638
Mycologia,Mycologia,0400764,2.638
Public administration review,Public Adm Rev,0045715,2.636
Harm reduction journal,Harm Reduct J,101153624,2.635
Pediatric blood & cancer,Pediatr Blood Cancer,101186624,2.634
Archives of pathology & laboratory medicine,Arch Pathol Lab Med,7607091,2.631
Fungal ecology,Fungal Ecol,101496718,2.631
Astrobiology,Astrobiology,101088083,2.628
Enzyme and microbial technology,Enzyme Microb Technol,8003761,2.624
Journal of traumatic stress,J Trauma Stress,8809259,2.624
Journal of pediatric psychology,J Pediatr Psychol,7801773,2.62
Chemico-biological interactions,Chem Biol Interact,0227276,2.618
Inflammation,Inflammation,7600105,2.618
Postharvest biology and technology,Postharvest Biol Technol,9884964,2.618
Acta orthopaedica,Acta Orthop,101231512,2.617
Nutritional neuroscience,Nutr Neurosci,100892202,2.616
Physiological genomics,Physiol Genomics,9815683,2.615
Molecular and cellular biochemistry,Mol Cell Biochem,0364456,2.613
Clinics in perinatology,Clin Perinatol,7501306,2.611
Drugs & aging,Drugs Aging,9102074,2.61
Leukemia research,Leuk Res,7706787,2.606
American journal of nephrology,Am J Nephrol,8109361,2.605
Psychology of sport and exercise,Psychol Sport Exerc,101088724,2.605
Decision support systems,Decis Support Syst,101550449,2.604
Metabolic brain disease,Metab Brain Dis,8610370,2.603
Agricultural water management,Agric Water Manag,101688207,2.603
Molecular diagnosis & therapy,Mol Diagn Ther,101264260,2.602
Regenerative medicine,Regen Med,101278116,2.602
ISA transactions,ISA Trans,0374750,2.6
Clinical genitourinary cancer,Clin Genitourin Cancer,101260955,2.599
Expert opinion on drug metabolism & toxicology,Expert Opin Drug Metab Toxicol,101228422,2.598
Expert review of clinical immunology,Expert Rev Clin Immunol,101271248,2.596
International journal of oral science,Int J Oral Sci,101504351,2.595
International wound journal,Int Wound J,101230907,2.594
European journal of radiology,Eur J Radiol,8106411,2.593
Pharmacotherapy,Pharmacotherapy,8111305,2.592
European journal of internal medicine,Eur J Intern Med,9003220,2.591
Cardiology in review,Cardiol Rev,9304686,2.59
Interface focus,Interface Focus,101531990,2.59
Journal of neural transmission,J Neural Transm,0337042,2.587
Educational psychology review,Educ Psychol Rev,9885342,2.587
Applied clay science,Appl Clay Sci,101525617,2.586
BMC cell biology,BMC Cell Biol,100966972,2.584
Nanoscale research letters,Nanoscale Res Lett,101279750,2.584
Neuroendocrinology,Neuroendocrinology,0035665,2.583
Cell stress & chaperones,Cell Stress Chaperones,9610925,2.583
BMC microbiology,BMC Microbiol,100966981,2.581
Computers & chemical engineering,Comput Chem Eng,101515574,2.581
Expert review of neurotherapeutics,Expert Rev Neurother,101129944,2.578
Clinical psychology & psychotherapy,Clin Psychol Psychother,9416196,2.578
BMC psychiatry,BMC Psychiatry,100968559,2.576
Substance abuse,Subst Abus,8808537,2.576
DNA and cell biology,DNA Cell Biol,9004522,2.574
Zoonoses and public health,Zoonoses Public Health,101300786,2.574
Food and bioprocess technology,Food Bioproc Tech,101565425,2.574
Brain research bulletin,Brain Res Bull,7605818,2.572
Journal of structural biology,J Struct Biol,9011206,2.57
Journal of applied crystallography,J Appl Crystallogr,9876190,2.57
Journal of neurovirology,J Neurovirol,9508123,2.569
IEEE journal of selected topics in signal processing,IEEE J Sel Top Signal Process,101514227,2.569
Industrial & engineering chemistry research,Ind Eng Chem Res,9882836,2.567
PharmacoEconomics,Pharmacoeconomics,9212404,2.566
Tree-ring research,Tree Ring Res,101680318,2.565
Veterinary microbiology,Vet Microbiol,7705469,2.564
European cytokine network,Eur Cytokine Netw,9100879,2.562
BMJ open,BMJ Open,101552874,2.562
Brain research,Brain Res,0045503,2.561
Acta neurologica Scandinavica,Acta Neurol Scand,0370336,2.559
Journal of biomedical optics,J Biomed Opt,9605853,2.556
Journal of computational physics,J Comput Phys,9883524,2.556
Journal of clinical pharmacology,J Clin Pharmacol,0366372,2.555
Ambio,Ambio,0364220,2.555
Genetic epidemiology,Genet Epidemiol,8411723,2.553
European journal of protistology,Eur J Protistol,8917383,2.553
Journal of quaternary science,J Quat Sci,101688353,2.553
Biology of the cell,Biol Cell,8108529,2.552
Chemistry Central journal,Chem Cent J,101314213,2.552
Critical reviews in immunology,Crit Rev Immunol,8914819,2.551
International immunopharmacology,Int Immunopharmacol,100965259,2.551
Insect science,Insect Sci,101266965,2.551
Journal of clinical hypertension,J Clin Hypertens,8510461,2.549
Journal of epidemiology,J Epidemiol,9607688,2.546
Neurosurgical focus,Neurosurg Focus,100896471,2.546
European journal of haematology,Eur J Haematol,8703985,2.544
Experimental biology and medicine,Exp Biol Med,0114060,2.542
Law and human behavior,Law Hum Behav,7801255,2.542
Intermetallics,Intermetallics (Barking),101670344,2.541
Globalization and health,Global Health,101245734,2.54
Journal of cardiovascular pharmacology and therapeutics,J Cardiovasc Pharmacol Ther,9602617,2.538
Microfluidics and nanofluidics,Microfluid Nanofluidics,101480228,2.537
Ecology and evolution,Ecol Evol,101566408,2.537
Journal of neuroimmunology,J Neuroimmunol,8109498,2.536
Journal of phycology,J Phycol,9882935,2.536
Paediatric respiratory reviews,Paediatr Respir Rev,100898941,2.536
IEEE transactions on multimedia,IEEE Trans Multimedia,101210915,2.536
Peptides,Peptides,8008690,2.535
Cancer gene therapy,Cancer Gene Ther,9432230,2.532
Critical public health,Crit Public Health,9810774,2.53
Developmental neurobiology,Dev Neurobiol,101300215,2.529
International journal of sports medicine,Int J Sports Med,8008349,2.528
Virus research,Virus Res,8410979,2.526
European journal of political research,Eur J Polit Res,101092768,2.525
"Radiographics : a review publication of the Radiological Society of North America, Inc",Radiographics,8302501,2.523
World journal of surgery,World J Surg,7704052,2.523
Journal of gynecologic oncology,J Gynecol Oncol,101483150,2.522
Attachment & human development,Attach Hum Dev,100901315,2.521
Mobile DNA,Mob DNA,101519891,2.52
Ear and hearing,Ear Hear,8005585,2.517
Digestive diseases and sciences,Dig Dis Sci,7902782,2.516
Epidemiology and infection,Epidemiol Infect,8703737,2.515
Government information quarterly,Gov Inf Q,8502519,2.515
Andrology,Andrology,101585129,2.515
Journal of fluid mechanics,J Fluid Mech,100971395,2.514
Health policy and planning,Health Policy Plan,8610614,2.513
Social psychiatry and psychiatric epidemiology,Soc Psychiatry Psychiatr Epidemiol,8804358,2.513
Steroids,Steroids,0404536,2.513
Bulletin of volcanology,Bull Volcanol,101659484,2.513
Canadian journal of diabetes,Can J Diabetes,101148810,2.509
Development genes and evolution,Dev Genes Evol,9613264,2.508
Advances in therapy,Adv Ther,8611864,2.503
Marine geology,Mar Geol,100971404,2.503
Journal of ovarian research,J Ovarian Res,101474849,2.502
Aesthetic surgery journal,Aesthet Surg J,9707469,2.502
Chemical senses,Chem Senses,8217190,2.5
Journal of experimental social psychology,J Exp Soc Psychol,0045332,2.5
