JournalTitle,MedAbbr,NlmId,ImpactFactor
European journal of clinical pharmacology,Eur J Clin Pharmacol,1256165,2.902
Journal of sex research,J Sex Res,0062647,2.902
International journal of fatigue,Int J Fatigue,101317308,2.899
Medical care,Med Care,0230027,2.897
IEEE transactions on microwave theory and techniques,IEEE Trans Microw Theory Tech,9879366,2.897
European journal of pharmacology,Eur J Pharmacol,1254354,2.896
Phytopathology,Phytopathology,9427222,2.896
BMC ecology,BMC Ecol,101088674,2.896
Journal of advertising,J Advert,101481595,2.896
Chemical engineering science,Chem Eng Sci,9883937,2.895
Engineering applications of artificial intelligence,Eng Appl Artif Intell,101469722,2.894
Operative dentistry,Oper Dent,7605679,2.893
Biochemical engineering journal,Biochem Eng J,9891831,2.892
Journal of clinical psychopharmacology,J Clin Psychopharmacol,8109496,2.891
European journal of political research,Eur J Polit Res,101092768,2.891
Semantic web,Semant Web,101583712,2.889
Marine and petroleum geology,Mar Pet Geol,9881605,2.888
Journal of labor economics,J Labor Econ,101084446,2.887
Neuroepidemiology,Neuroepidemiology,8218700,2.886
Paleobiology,Paleobiology,9876444,2.886
Current opinion in pulmonary medicine,Curr Opin Pulm Med,9503765,2.884
Pediatric research,Pediatr Res,0100714,2.882
Contraception,Contraception,0234361,2.879
Superconductor science & technology,Supercond Sci Technol,9883624,2.878
Contemporary educational psychology,Contemp Educ Psychol,7605280,2.877
Digestive diseases and sciences,Dig Dis Sci,7902782,2.875
NMR in biomedicine,NMR Biomed,8915233,2.872
Protoplasma,Protoplasma,9806853,2.87
Animal behaviour,Anim Behav,0376746,2.869
Plant cell reports,Plant Cell Rep,9880970,2.869
Regenerative medicine,Regen Med,101278116,2.868
Current rheumatology reports,Curr Rheumatol Rep,100888970,2.865
International journal of human-computer studies,Int J Hum Comput Stud,9888279,2.863
Macromolecular materials and engineering,Macromol Mater Eng,101562806,2.863
"Molecules (Basel, Switzerland)",Molecules,100964009,2.861
Computational mechanics,Comput Mech,9883520,2.861
Immunology letters,Immunol Lett,7910006,2.86
Organic process research & development,Org Process Res Dev,9890443,2.857
Biology direct,Biol Direct,101258412,2.856
Journal of geriatric oncology,J Geriatr Oncol,101534770,2.852
"Ecohydrology : ecosystems, land and water process interactions, ecohydrogeomorphology",Ecohydrology,101543071,2.852
Electroanalysis,Electroanalysis,8908702,2.851
Journal of applied research in memory and cognition,J Appl Res Mem Cogn,101576946,2.85
International wound journal,Int Wound J,101230907,2.848
World development,World Dev,9878856,2.848
BMC medical genomics,BMC Med Genomics,101319628,2.848
Agricultural water management,Agric Water Manag,101688207,2.848
Chembiochem : a European journal of chemical biology,Chembiochem,100937360,2.847
Computers & structures,Comput Struct,101314430,2.847
Robotics and computer-integrated manufacturing,Robot Comput Integr Manuf,101538497,2.846
Insect molecular biology,Insect Mol Biol,9303579,2.844
Ultramicroscopy,Ultramicroscopy,7513702,2.843
Industrial & engineering chemistry research,Ind Eng Chem Res,9882836,2.843
Ear and hearing,Ear Hear,8005585,2.842
IEEE transactions on visualization and computer graphics,IEEE Trans Vis Comput Graph,9891704,2.84
Pain physician,Pain Physician,100954394,2.84
Zoologica scripta,Zool Scr,0316266,2.837
"BioDrugs : clinical immunotherapeutics, biopharmaceuticals and gene therapy",BioDrugs,9705305,2.835
European journal of organic chemistry,European J Org Chem,9805750,2.834
Nanoscale research letters,Nanoscale Res Lett,101279750,2.833
Liquid crystals reviews,Liq Cryst Rev,101629678,2.833
American journal of translational research,Am J Transl Res,101493030,2.829
Rejuvenation research,Rejuvenation Res,101213381,2.827
Clinical rehabilitation,Clin Rehabil,8802181,2.823
Law and human behavior,Law Hum Behav,7801255,2.822
Management science,Manage Sci,9879580,2.822
Drug and alcohol review,Drug Alcohol Rev,9015440,2.822
Journal of fluid mechanics,J Fluid Mech,100971395,2.821
Aquatic sciences,Aquat Sci,101477008,2.821
Cardiovascular drugs and therapy,Cardiovasc Drugs Ther,8712220,2.82
Experimental hematology,Exp Hematol,0402313,2.82
Current treatment options in oncology,Curr Treat Options Oncol,100900946,2.82
EvoDevo,Evodevo,101525836,2.818
Headache,Headache,2985091R,2.816
Clinical breast cancer,Clin Breast Cancer,100898731,2.816
Psychology and aging,Psychol Aging,8904079,2.812
Journal of clinical pharmacology,J Clin Pharmacol,0366372,2.812
PPAR research,PPAR Res,101269101,2.811
Journal of industrial microbiology & biotechnology,J Ind Microbiol Biotechnol,9705544,2.81
Journal of psychosomatic research,J Psychosom Res,0376333,2.809
Psychology of sport and exercise,Psychol Sport Exerc,101088724,2.809
Journal of endodontics,J Endod,7511484,2.807
PloS one,PLoS One,101285081,2.806
Demography,Demography,0226703,2.802
Genomics,Genomics,8800135,2.801
"Breast (Edinburgh, Scotland)",Breast,9213011,2.801
Journal of pediatric gastroenterology and nutrition,J Pediatr Gastroenterol Nutr,8211545,2.799
Journal of biomedical science,J Biomed Sci,9421567,2.799
Catalysis letters,Catal Letters,9883221,2.799
Veterinary research,Vet Res,9309551,2.798
Journal of reproductive immunology,J Reprod Immunol,8001906,2.798
Journal of human hypertension,J Hum Hypertens,8811625,2.797
Social science & medicine,Soc Sci Med,0121744,2.797
ChemPlusChem,Chempluschem,101580948,2.797
Protist,Protist,9806488,2.794
NPJ primary care respiratory medicine,NPJ Prim Care Respir Med,101631999,2.793
Journal of evolutionary biology,J Evol Biol,8809954,2.792
Population and development review,Popul Dev Rev,7613927,2.792
Asian journal of organic chemistry,Asian J Org Chem,101594257,2.788
Cell and tissue research,Cell Tissue Res,0417625,2.787
International journal of hospitality management,Int J Hosp Manag,101593766,2.787
EPJ data science,EPJ Data Sci,101686785,2.787
Journal of the American Society for Mass Spectrometry,J Am Soc Mass Spectrom,9010412,2.786
Thinking & reasoning,Think Reason,101121516,2.783
Frontiers in zoology,Front Zool,101231669,2.781
Molecular bioSystems,Mol Biosyst,101251620,2.781
Regional studies,Reg Stud,101084743,2.78
Current gene therapy,Curr Gene Ther,101125446,2.78
"Alcohol (Fayetteville, N.Y.)",Alcohol,8502311,2.778
Peptides,Peptides,8008690,2.778
Information systems,Inf Syst,9875802,2.777
Respiration; international review of thoracic diseases,Respiration,0137356,2.772
IEEE transactions on nanobioscience,IEEE Trans Nanobioscience,101152869,2.771
AAPG bulletin,Am Assoc Pet Geol Bull,101087009,2.77
Drugs & aging,Drugs Aging,9102074,2.769
Optics and lasers in engineering,Opt Lasers Eng,101314440,2.769
Nano communication networks,Nano Commun Netw,101550164,2.769
BMC infectious diseases,BMC Infect Dis,100968551,2.768
Journal of structural biology,J Struct Biol,9011206,2.767
Biochemical Society transactions,Biochem Soc Trans,7506897,2.765
Physical therapy,Phys Ther,0022623,2.764
Journal of materials science & technology,J Mater Sci Technol,101675289,2.764
International journal of solids and structures,Int J Solids Struct,101137072,2.76
Political psychology,Polit Psychol,9885421,2.76
Journal of oral & facial pain and headache,J Oral Facial Pain Headache,101624698,2.76
Placenta,Placenta,8006349,2.759
Pediatric pulmonology,Pediatr Pulmonol,8510590,2.758
Journal of the European Economic Association,J Eur Econ Assoc,101213247,2.758
Clinical cardiology,Clin Cardiol,7903272,2.757
Current medical research and opinion,Curr Med Res Opin,0351014,2.757
Advances in chronic kidney disease,Adv Chronic Kidney Dis,101209214,2.757
Skin pharmacology and physiology,Skin Pharmacol Physiol,101188418,2.756
Gut pathogens,Gut Pathog,101474263,2.756
Leukemia & lymphoma,Leuk Lymphoma,9007422,2.755
American journal of clinical dermatology,Am J Clin Dermatol,100895290,2.755
Journal of biomedical informatics,J Biomed Inform,100970413,2.753
Neurocritical care,Neurocrit Care,101156086,2.752
Aggressive behavior,Aggress Behav,7502265,2.747
MicrobiologyOpen,Microbiologyopen,101588314,2.747
Brain research,Brain Res,0045503,2.746
Therapeutic advances in respiratory disease,Ther Adv Respir Dis,101316317,2.745
Electrophoresis,Electrophoresis,8204476,2.744
Journal of computational physics,J Comput Phys,9883524,2.744
World journal of urology,World J Urol,8307716,2.743
Expert review of gastroenterology & hepatology,Expert Rev Gastroenterol Hepatol,101278199,2.743
Physics in medicine and biology,Phys Med Biol,0401220,2.742
Cancer cell international,Cancer Cell Int,101139795,2.74
Neurophotonics,Neurophotonics,101632875,2.74
Cancer chemotherapy and pharmacology,Cancer Chemother Pharmacol,7806519,2.737
The plant genome,Plant Genome,101273919,2.736
Journal of diabetes and its complications,J Diabetes Complications,9204583,2.734
Journal of cardiology,J Cardiol,8804703,2.732
Current atherosclerosis reports,Curr Atheroscler Rep,100897685,2.731
Journal of shoulder and elbow surgery,J Shoulder Elbow Surg,9206499,2.73
Journal of substance abuse treatment,J Subst Abuse Treat,8500909,2.728
Endoscopic ultrasound,Endosc Ultrasound,101622292,2.728
Paediatric and perinatal epidemiology,Paediatr Perinat Epidemiol,8709766,2.724
Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.],Pancreatology,100966936,2.724
Archives of sexual behavior,Arch Sex Behav,1273516,2.72
International archives of allergy and immunology,Int Arch Allergy Immunol,9211652,2.72
Immunobiology,Immunobiology,8002742,2.72
Journal of neuroimmunology,J Neuroimmunol,8109498,2.72
Academic pediatrics,Acad Pediatr,101499145,2.72
Archives of medical research,Arch Med Res,9312706,2.718
Journal of natural gas science and engineering,J Nat Gas Sci Eng,101663014,2.718
Journal of diabetes research,J Diabetes Res,101605237,2.717
Immunotherapy,Immunotherapy,101485158,2.716
Malaria journal,Malar J,101139802,2.715
European journal of clinical investigation,Eur J Clin Invest,0245331,2.714
Journal of fluency disorders,J Fluency Disord,7601744,2.714
Materials characterization,Mater Charact,101668757,2.714
Journal of pharmaceutical sciences,J Pharm Sci,2985195R,2.713
Parasitology,Parasitology,0401121,2.713
Cardiovascular toxicology,Cardiovasc Toxicol,101135818,2.712
Zoological journal of the Linnean Society,Zool J Linn Soc,0254212,2.711
Journal of hepato-biliary-pancreatic sciences,J Hepatobiliary Pancreat Sci,101528587,2.71
Advances in therapy,Adv Ther,8611864,2.709
Pathology,Pathology,0175411,2.709
Journal of global health,J Glob Health,101578780,2.707
Autonomous robots,Auton Robots,101148936,2.706
Mycotoxin research,Mycotoxin Res,8807334,2.706
Journal of cell communication and signaling,J Cell Commun Signal,101308338,2.705
JAMA facial plastic surgery,JAMA Facial Plast Surg,101589532,2.703
Journal of process control,J Process Control,101473195,2.7
Fetal diagnosis and therapy,Fetal Diagn Ther,9107463,2.699
Fitoterapia,Fitoterapia,16930290R,2.698
Diabetes technology & therapeutics,Diabetes Technol Ther,100889084,2.698
Sociology of education,Sociol Educ,0210120,2.697
Aesthetic surgery journal,Aesthet Surg J,9707469,2.697
Journal of business and psychology,J Bus Psychol,8711101,2.694
Information and software technology,Inf Softw Technol,9886168,2.694
Interface focus,Interface Focus,101531990,2.693
Tectonophysics,Tectonophysics,101670510,2.693
European journal of sport science,Eur J Sport Sci,101146739,2.69
Experimental biology and medicine,Exp Biol Med,0114060,2.688
Cognition & emotion,Cogn Emot,8710375,2.688
Journal of clinical pathology,J Clin Pathol,0376601,2.687
Journal of cataract and refractive surgery,J Cataract Refract Surg,8604171,2.687
Journal of luminescence,J Lumin,101492426,2.686
Current stem cell research & therapy,Curr Stem Cell Res Ther,101272517,2.684
Solar physics,Sol Phys,101659554,2.682
Progress in brain research,Prog Brain Res,0376441,2.68
Experimental dermatology,Exp Dermatol,9301549,2.679
Journal of occupational health psychology,J Occup Health Psychol,9612485,2.679
IEEE transactions on information theory,IEEE Trans Inf Theory,9880925,2.679
Influenza and other respiratory viruses,Influenza Other Respir Viruses,101304007,2.677
Journal of transport geography,J Transp Geogr,101634510,2.675
Neuroimmunomodulation,Neuroimmunomodulation,9422763,2.674
Harvard educational review,Harv Educ Rev,9876095,2.674
World journal of surgery,World J Surg,7704052,2.673
Bioanalysis,Bioanalysis,101512484,2.673
Journal of vision,J Vis,101147197,2.671
Image and vision computing,Image Vis Comput,101151810,2.671
Molecular and cellular biochemistry,Mol Cell Biochem,0364456,2.669
Psychophysiology,Psychophysiology,0142657,2.668
Scandinavian journal of rheumatology,Scand J Rheumatol,0321213,2.667
Sociological methodology,Sociol Methodol,1305072,2.667
Journal of biomechanics,J Biomech,0157375,2.664
Gut and liver,Gut Liver,101316452,2.663
Journal of periodontal research,J Periodontal Res,0055107,2.662
Oncology reports,Oncol Rep,9422756,2.662
Liquid crystals,Liq Cryst,101516677,2.661
Socio-economic review,Socioecon Rev,101608646,2.661
Current drug metabolism,Curr Drug Metab,100960533,2.659
Aging & mental health,Aging Ment Health,9705773,2.658
Methods and applications in fluorescence,Methods Appl Fluoresc,101608648,2.656
Substance abuse,Subst Abus,8808537,2.655
The Condor,Condor,0206433,2.654
International journal of sports physiology and performance,Int J Sports Physiol Perform,101276430,2.654
European journal of haematology,Eur J Haematol,8703985,2.653
Tetrahedron,Tetrahedron,2984170R,2.651
Thrombosis research,Thromb Res,0326377,2.65
Biology of the cell,Biol Cell,8108529,2.649
Journal of critical care,J Crit Care,8610642,2.648
Neurologic clinics,Neurol Clin,8219232,2.648
Plant growth regulation,Plant Growth Regul,9886958,2.646
Seminars in reproductive medicine,Semin Reprod Med,100909394,2.644
BMC microbiology,BMC Microbiol,100966981,2.644
International journal of forecasting,Int J Forecast,101084857,2.642
Prostaglandins & other lipid mediators,Prostaglandins Other Lipid Mediat,9808648,2.64
Theoretical and applied climatology,Theor Appl Climatol,9882492,2.64
Clinical and experimental rheumatology,Clin Exp Rheumatol,8308521,2.634
Applied and computational harmonic analysis,Appl Comput Harmon Anal,101525593,2.634
Journal of endocrinological investigation,J Endocrinol Invest,7806594,2.633
Transportation,Transportation (Amst),101536081,2.633
Harvard international law journal,Harvard Int Law J,100972740,2.632
University of Pennsylvania law review,Univ PA Law Rev,100971801,2.63
Journal of magnetism and magnetic materials,J Magn Magn Mater,101314425,2.63
Autoimmunity,Autoimmunity,8900070,2.629
Plant reproduction,Plant Reprod,101602701,2.629
Virus research,Virus Res,8410979,2.628
Veterinary microbiology,Vet Microbiol,7705469,2.628
Annual reviews in control,Annu Rev Control,9891910,2.627
Artificial intelligence review,Artif Intell Rev,9883087,2.627
Technological forecasting and social change,Technol Forecast Soc Change,101085131,2.625
Neuroscience bulletin,Neurosci Bull,101256850,2.624
International journal of rheumatic diseases,Int J Rheum Dis,101474930,2.624
Minerva anestesiologica,Minerva Anestesiol,0375272,2.623
Clinical neuroradiology,Clin Neuroradiol,101526693,2.618
Medical physics,Med Phys,0425746,2.617
Journal of applied phycology,J Appl Phycol,9012639,2.616
Environmental geochemistry and health,Environ Geochem Health,8903118,2.616
Melanoma research,Melanoma Res,9109623,2.615
Allergy and asthma proceedings,Allergy Asthma Proc,9603640,2.614
Seminars in respiratory and critical care medicine,Semin Respir Crit Care Med,9431858,2.614
